,TypeName,make,ModelText,BodyTypeText,Ccm,City,Co2EmissionText,ConditionTypeText,ConsumptionRatingText,ConsumptionTotalText,Doors,DriveTypeText,FirstRegMonth,FirstRegYear,FuelTypeText,Hp,InteriorColorText,Km,Properties,Seats,TransmissionTypeText,color,extracted-value-ConsumptionTotalText,extracted-unit-ConsumptionTotalText
704,V8 Vantage 4.3,Aston Martin,V8 Vantage,Coupé,4282,Zuzwil,358 g/km,Occasion,G,15.0 l/100km,2,Hinterradantrieb,2,2007,Benzin,385,schwarz,35500,Ab MFK,2,Schaltgetriebe manuell,Black,15.0,l/100km
705,B5 BiTurbo 4.4 V8,Bmw-Alpina,5 SERIES,Limousine,4395,Zuzwil,252 g/km,Occasion,G,10.8 l/100km,4,Hinterradantrieb,6,2012,Benzin,507,schwarz,4950,Ab MFK,5,Automat sequentiell,Black,10.8,l/100km
706,Cayenne Turbo,Porsche,CAYENNE,SUV / Geländewagen,4806,Zuzwil,270 g/km,Occasion,G,11.5 l/100km,5,Allrad,1,2011,Benzin,500,schwarz,39000,Ab MFK,5,Automat sequentiell,Black,11.5,l/100km
707,XKR S/C,Jaguar,XK,Coupé,3996,Zuzwil,340 g/km,Occasion,G,12.6 l/100km,2,Hinterradantrieb,5,1999,Benzin,363,weiss,89666,Ab MFK,4,Automat,Black,12.6,l/100km
708,SL 55 AMG,Mercedes-Benz,SL 55 AMG,Cabriolet,5439,Zuzwil,324 g/km,Occasion,G,13.5 l/100km,2,Hinterradantrieb,3,2006,Benzin,517,schwarz,49000,Ab MFK,2,Automat sequentiell,Black,13.5,l/100km
709,Shelby GT500,Ford ,MUSTANG,Coupé,5409,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,3,2012,Benzin,557,schwarz,92000,"Ab MFK, Direkt-/Parallelimport",4,Schaltgetriebe,Anthracite,null,
710,Diablo 5.7,Lamborghini,DIABLO,Coupé,5707,Porrentruy,null,Occasion,null,null,2,Hinterradantrieb,4,1993,Benzin,492,mehrfarbig,49500,Ab MFK,2,Schaltgetriebe manuell,Blue,null,
711,Frontera 3.2i V6 Limited,Opel,FRONTERA,SUV / Geländewagen,3165,Zuzwil,316 g/km,Occasion,null,13.2 l/100km,5,Allrad,5,2001,Benzin,205,schwarz,153900,null,5,Automatik-Getriebe,Black,13.2,l/100km
712,V8 Vantage 4.3,Aston Martin,V8 Vantage,Coupé,4282,Zuzwil,358 g/km,Occasion,G,15.0 l/100km,2,Hinterradantrieb,7,2007,Benzin,385,schwarz,28800,Ab MFK,2,Schaltgetriebe manuell,Black,15.0,l/100km
713,Black Series,Mercedes-Benz,SLK 55 AMG,Coupé,5439,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,10,2006,Benzin,400,schwarz,25000,Ab MFK,2,Automat sequentiell,Black,null,
714,Corvette 5.7 LT1 Convert.,Chevrolet,CORVETTE,Cabriolet,5730,Zuzwil,null,Occasion,null,13.1 l/100km,2,Hinterradantrieb,7,1994,Benzin,282,schwarz,68200,Ab MFK,2,Automat,Black,13.1,l/100km
715,SEL 3.5,Mercedes-Benz,300,Limousine,3459,Zuzwil,null,Occasion,null,13.0 l/100km,4,Hinterradantrieb,5,1971,Benzin,200,mehrfarbig,145100,Ab MFK,5,Automatik-Getriebe,Black,13.0,l/100km
716,Spider 2.0,Alfa Romeo,SPIDER,Cabriolet,1961,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,4,1988,Benzin,115,grau,69300,null,2,Schaltgetriebe manuell,Black,null,
717,V8 Vantage 4.3,Aston Martin,V8 Vantage,Coupé,4282,Zuzwil,358 g/km,Occasion,G,15.0 l/100km,2,Hinterradantrieb,1,2006,Benzin,385,braun,92500,Ab MFK,2,Schaltgetriebe manuell,Black,15.0,l/100km
718,SLK 230 Kompressor,Mercedes-Benz,SLK 230,Cabriolet,2295,Zuzwil,233 g/km,Occasion,null,9.7 l/100km,2,Hinterradantrieb,5,2002,Benzin,197,schwarz,38700,Ab MFK,2,Automatik-Getriebe,Black,9.7,l/100km
719,9-3 2.0i-16 TS Aero,Saab,9-3,Limousine,1985,Zuzwil,216 g/km,Occasion,G,9.0 l/100km,3,Vorderradantrieb,9,2001,Benzin,205,schwarz,134600,Ab MFK,5,Schaltgetriebe manuell,Black,9.0,l/100km
720,911 Carrera Cabrio,Porsche,911,Cabriolet,3600,Zuzwil,null,Occasion,null,11.9 l/100km,2,Hinterradantrieb,8,1996,Benzin,285,grau,81900,Ab MFK,4,Schaltgetriebe manuell,Black,11.9,l/100km
721,SL 55 AMG,Mercedes-Benz,SL 55 AMG,Cabriolet,5439,Zuzwil,340 g/km,Occasion,G,14.2 l/100km,2,Hinterradantrieb,2,2003,Benzin,500,beige,59300,Ab MFK,2,Automat,Blue,14.2,l/100km
722,RS6 Avant quattro,Audi,RS6,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,2,2003,Benzin,450,schwarz,43800,Ab MFK,5,Automat sequentiell,Black,14.6,l/100km
723,null,Lotus,EUROPA,Coupé,1470,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,3,1969,Benzin,0,schwarz,62200,Ab MFK,2,Schaltgetriebe,Black,null,
724,CL 500,Mercedes-Benz,CL 500,Coupé,4966,Zuzwil,299 g/km,Occasion,G,12.5 l/100km,2,Hinterradantrieb,1,2001,Benzin,299,null,27800,Ab MFK,4,Automat,Black,12.5,l/100km
725,M5,BMW,M5,Limousine,4941,Zuzwil,336 g/km,Occasion,G,13.9 l/100km,4,Hinterradantrieb,1,2000,Benzin,400,schwarz,171000,null,5,Schaltgetriebe manuell,Black,13.9,l/100km
726,Phaeton 6.0 W12 4Motion,VW,PHAETON,Limousine,5998,Zuzwil,374 g/km,Occasion,G,15.6 l/100km,4,Allrad,10,2002,Benzin,420,blau,50400,Ab MFK,4,Automat sequentiell,Black,15.6,l/100km
727,Diablo 5.7,Lamborghini,DIABLO,Coupé,5707,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,12,2000,Benzin,492,schwarz,20600,Ab MFK,2,Schaltgetriebe manuell,Black,null,
728,SL 600,Mercedes-Benz,SL 600,Cabriolet,5984,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,9,1992,Benzin,394,grau,52500,Ab MFK,2,Automat,Black,null,
729,400 Breitbau,Opel,MANTA,Coupé,2400,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,7,1982,Benzin,0,schwarz,60990,Ab MFK,4,Schaltgetriebe,Black,null,
730,750i xDrive,BMW,750,Limousine,4395,Zuzwil,278 g/km,Occasion,G,11.9 l/100km,4,Allrad,10,2009,Benzin,408,mehrfarbig,45000,Ab MFK,5,Automat,Black,11.9,l/100km
731,911 GT2,Porsche,911,Coupé,3600,Zuzwil,309 g/km,Occasion,G,12.9 l/100km,2,Hinterradantrieb,3,2004,Benzin,591,schwarz,54100,Ab MFK,4,Schaltgetriebe manuell,Black,12.9,l/100km
732,911 GT2,Porsche,911,Coupé,3600,Zuzwil,309 g/km,Occasion,G,12.9 l/100km,2,Hinterradantrieb,12,2002,Benzin,462,schwarz,61300,"Ab MFK, Tuning",4,Schaltgetriebe manuell,Blue,12.9,l/100km
733,Vectra 2.8 T V6 Cosmo,Opel,VECTRA,Limousine,2792,Zuzwil,247 g/km,Occasion,null,10.3 l/100km,4,Vorderradantrieb,5,2006,Benzin,230,schwarz,90600,Ab MFK,5,Automatik-Getriebe,Black,10.3,l/100km
734,X5 4.4i,BMW,X5,SUV / Geländewagen,4398,Zuzwil,335 g/km,Occasion,G,13.9 l/100km,5,Allrad,6,2001,Benzin,286,schwarz,79900,Ab MFK,5,Automat sequentiell,Black,13.9,l/100km
735,500 SL,Mercedes-Benz,SL-CLASS,Cabriolet,4971,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,5,1985,Benzin,223,mehrfarbig,97000,Ab MFK,2,Automat,Black,null,
736,S 500,Mercedes-Benz,S 500,Limousine,5461,Zuzwil,286 g/km,Occasion,G,12.2 l/100km,4,Hinterradantrieb,11,2005,Benzin,388,schwarz,1500,Ab MFK,5,Automat sequentiell,Black,12.2,l/100km
737,CLS 500,Mercedes-Benz,CLS 500,Limousine,4966,Zuzwil,290 g/km,Occasion,G,12.1 l/100km,4,Hinterradantrieb,1,2005,Benzin,306,schwarz,21300,Ab MFK,4,Automat sequentiell,Black,12.1,l/100km
738,G 63 AMG,Mercedes-Benz,G 63 AMG,SUV / Geländewagen,5461,Zuzwil,322 g/km,Occasion,G,13.8 l/100km,5,Allrad,4,2013,Benzin,544,schwarz,28100,Ab MFK,5,Automat sequentiell,Black,13.8,l/100km
739,S 63 AMG L,Mercedes-Benz,S 63 AMG,Limousine,6209,Zuzwil,355 g/km,Occasion,G,14.9 l/100km,4,Hinterradantrieb,8,2008,Benzin,525,grau,45600,Ab MFK,5,Automat sequentiell,Black,14.9,l/100km
740,911 Targa,Porsche,911,Cabriolet,3600,Zuzwil,303 g/km,Occasion,null,12.8 l/100km,2,Hinterradantrieb,5,1997,Benzin,285,blau,74000,Ab MFK,4,Schaltgetriebe manuell,Black,12.8,l/100km
741,Murano 3.5 V6,Nissan,MURANO,SUV / Geländewagen,3498,Zuzwil,295 g/km,Occasion,G,12.3 l/100km,5,Allrad,10,2005,Benzin,235,beige,54500,Ab MFK,5,"Automat stufenlos, sequentiell",Black,12.3,l/100km
742,F355 Berlinetta,Ferrari,F355,Coupé,3496,Zuzwil,470 g/km,Occasion,null,20.8 l/100km,2,Hinterradantrieb,3,1998,Benzin,380,schwarz,32800,Ab MFK,2,Schaltgetriebe manuell,Black,20.8,l/100km
743,RS6 Avant quattro,Audi,RS6,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,8,2002,Benzin,450,beige,75200,"Ab MFK, Tuning",5,Automat sequentiell,Blue,14.6,l/100km
744,Gallardo Superleggera,Lamborghini,GALLARDO,Coupé,4961,Zuzwil,400 g/km,Occasion,G,17.0 l/100km,2,Allrad,6,2007,Benzin,530,schwarz,42000,Ab MFK,2,Automatisiertes Schaltgetriebe,Black,17.0,l/100km
745,R8 Coupé 4.2,Audi,R8,Coupé,4163,Zuzwil,326 g/km,Neu,G,13.9 l/100km,2,Allrad,10,2007,Benzin,420,schwarz,500,"Ab MFK, Tuning",2,Automatik-Getriebe,Black,13.9,l/100km
746,Continental Supersports Conv.,Bentley,CONTINENTAL,Cabriolet,5998,Zuzwil,388 g/km,Occasion,G,16.7 l/100km,2,Allrad,1,2011,Bioethanol,630,schwarz,20000,null,2,Automat sequentiell,Black,16.7,l/100km
747,M6,BMW,M6,Coupé,4999,Zuzwil,357 g/km,Occasion,G,14.8 l/100km,2,Hinterradantrieb,4,2005,Benzin,507,schwarz,58300,Ab MFK,4,Automatisiertes Schaltgetriebe,Black,14.8,l/100km
748,Celica 2800 i Supra,Toyota,CELICA,Coupé,2759,Zuzwil,null,Occasion,null,null,3,Hinterradantrieb,3,1983,Benzin,170,schwarz,54100,Ab MFK,5,Schaltgetriebe manuell,Black,null,
749,323Ci,BMW,323,Cabriolet,2494,Zuzwil,232 g/km,Occasion,null,9.7 l/100km,2,Hinterradantrieb,6,2000,Benzin,170,schwarz,228000,Ab MFK,4,Automatik-Getriebe,Black,9.7,l/100km
750,A4 Avant 3.0 V6 quattro,Audi,A4,Kombi,2976,Zuzwil,271 g/km,Occasion,null,11.3 l/100km,5,Allrad,7,2004,Benzin,220,schwarz,66100,null,5,Automatik-Getriebe,Black,11.3,l/100km
751,CLS 500,Mercedes-Benz,CLS 500,Limousine,4966,Zuzwil,290 g/km,Occasion,G,12.1 l/100km,4,Hinterradantrieb,3,2005,Benzin,306,schwarz,66100,Ab MFK,4,Automat sequentiell,Black,12.1,l/100km
752,SL 500,Mercedes-Benz,SL 500,Cabriolet,4971,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,1,1995,Benzin,320,schwarz,56500,Ab MFK,0,Automat,Black,null,
753,SL 600,Mercedes-Benz,SL 600,Cabriolet,5513,Zuzwil,346 g/km,Occasion,G,14.4 l/100km,2,Hinterradantrieb,4,2003,Benzin,500,null,70000,Ab MFK,2,Automat,Black,14.4,l/100km
754,H3 3.5 Luxury,Hummer,H3,SUV / Geländewagen,3462,Zuzwil,333 g/km,Occasion,G,13.9 l/100km,5,Allrad,1,2006,Benzin,223,mehrfarbig,127700,Ab MFK,5,Automat,Blue,13.9,l/100km
755,Continental GTC 6.0,Bentley,CONTINENTAL,Cabriolet,5998,Zuzwil,410 g/km,Occasion,G,17.1 l/100km,2,Allrad,7,2007,Benzin,560,mehrfarbig,50900,Ab MFK,4,Automat,Black,17.1,l/100km
756,RS6 Avant 5.0 V10 quattro,Audi,RS6,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,5,2008,Benzin,580,weiss,38500,Ab MFK,5,Automat sequentiell,Black,14.0,l/100km
757,740i,BMW,740,Limousine,3980,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,7,1995,Benzin,286,blau,65400,Ab MFK,5,Automat,Black,null,
758,330Ci,BMW,330,Coupé,2979,Zuzwil,218 g/km,Occasion,G,9.1 l/100km,2,Hinterradantrieb,3,2001,Benzin,231,grau,79500,Ab MFK,5,Schaltgetriebe manuell,Black,9.1,l/100km
759,6R4 Gruppe B,MG,METRO,Coupé,2991,Zuzwil,null,Occasion,null,null,2,Allrad,2,1986,Benzin,410,schwarz,2500,Ab MFK,2,Schaltgetriebe,Black,null,
760,535i,BMW,535,Limousine,3498,Zuzwil,null,Occasion,null,12.0 l/100km,4,Hinterradantrieb,6,1996,Benzin,235,grau,86100,Ab MFK,5,Schaltgetriebe manuell,Black,12.0,l/100km
761,SL 500,Mercedes-Benz,SL 500,Cabriolet,4971,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,7,1990,Benzin,320,bordeaux,23800,Ab MFK,0,Automat,Black,null,
762,Cayenne Turbo,Porsche,CAYENNE,SUV / Geländewagen,4511,Zuzwil,378 g/km,Occasion,G,15.7 l/100km,5,Allrad,11,2004,Benzin,450,schwarz,69500,Ab MFK,5,Automat,Black,15.7,l/100km
763,M6,BMW,M6,Cabriolet,4999,Zuzwil,366 g/km,Occasion,G,15.2 l/100km,2,Hinterradantrieb,4,2007,Benzin,507,schwarz,48000,Ab MFK,4,Automatisiertes Schaltgetriebe,Black,15.2,l/100km
764,Quattroporte 4.2,Maserati,QUATTROPORTE,Limousine,4244,Zuzwil,370 g/km,Occasion,G,15.8 l/100km,4,Hinterradantrieb,10,2007,Benzin,400,schwarz,21500,Ab MFK,5,Automatisiertes Schaltgetriebe,Black,15.8,l/100km
765,CL 600,Mercedes-Benz,CL 600,Coupé,5513,Zuzwil,353 g/km,Occasion,G,14.7 l/100km,2,Hinterradantrieb,12,2003,Benzin,500,schwarz,29500,Ab MFK,4,Automat,Blue,14.7,l/100km
766,RS6 Avant quattro,Audi,RS6,Kombi,4172,Zuzwil,350 g/km,Vorführmodell,G,14.6 l/100km,5,Allrad,12,2004,Benzin,450,schwarz,2300,Ab MFK,5,Automat sequentiell,Black,14.6,l/100km
767,SL 600,Mercedes-Benz,SL 600,Cabriolet,5513,Zuzwil,326 g/km,Occasion,G,13.9 l/100km,2,Hinterradantrieb,1,2008,Benzin,517,beige,29100,Ab MFK,2,Automat sequentiell,Black,13.9,l/100km
768,911 Carrera Cabrio,Porsche,911,Cabriolet,3163,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,12,1984,Benzin,231,mehrfarbig,137700,Ab MFK,4,Schaltgetriebe manuell,Black,null,
769,Diablo 5.7 VT Roadster,Lamborghini,DIABLO,Cabriolet,5707,Porrentruy,575 g/km,Occasion,null,24.9 l/100km,2,Allrad,5,1998,Benzin,530,rot,13960,Ab MFK,2,Schaltgetriebe manuell,Black,24.9,l/100km
770,Grand Cherokee 5.2 Ltd.,Jeep,Grand Cherokee,SUV / Geländewagen,5216,Zuzwil,380 g/km,Occasion,null,16.5 l/100km,5,Allrad,6,1997,Benzin,212,schwarz,61000,Ab MFK,5,Automat,Black,16.5,l/100km
771,730d,BMW,730,Limousine,2993,Zuzwil,210 g/km,Occasion,G,7.9 l/100km,4,Hinterradantrieb,11,2007,Diesel,231,beige,62000,Ab MFK,5,Automat sequentiell,Black,7.9,l/100km
772,SLC,Mercedes-Benz,450,Limousine,4520,Zuzwil,null,Oldtimer,null,null,0,null,8,1973,null,0,beige,110200,Ab MFK,0,null,Black,null,
773,1300,Renault,Alpine A110,Coupé,1288,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,7,1973,Benzin,0,null,85000,Ab MFK,2,Schaltgetriebe,Black,null,
774,911 GT3,Porsche,911,Coupé,3600,Zuzwil,null,Occasion,null,12.9 l/100km,2,Hinterradantrieb,8,1999,Benzin,360,schwarz,29800,Ab MFK,4,Schaltgetriebe manuell,Black,12.9,l/100km
775,SL 600,Mercedes-Benz,SL 600,Cabriolet,5513,Zuzwil,346 g/km,Occasion,G,14.4 l/100km,2,Hinterradantrieb,5,2003,Benzin,500,beige,13900,Ab MFK,2,Automat,Black,14.4,l/100km
776,RS6 Avant quattro,Audi,RS6,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,3,2003,Benzin,450,beige,88600,Ab MFK,5,Automat sequentiell,Blue,14.6,l/100km
777,A8 4.2 quattro,Audi,A8,Limousine,4172,Zuzwil,288 g/km,Occasion,G,12.0 l/100km,4,Allrad,12,2002,Benzin,335,null,44000,Ab MFK,5,Automat sequentiell,Black,12.0,l/100km
778,Roadster 3.2,Yes!,null,Cabriolet,3189,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,9,2007,Benzin,255,schwarz,9400,Ab MFK,2,Schaltgetriebe,Black,null,
779,911 Carrera,Porsche,911,Coupé,3163,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,2,1984,Benzin,231,braun,108500,Ab MFK,4,Schaltgetriebe manuell,Black,null,
780,Phaeton 6.0 W12 4Motion,VW,PHAETON,Limousine,5998,Zuzwil,374 g/km,Occasion,G,15.6 l/100km,4,Allrad,11,2002,Benzin,420,grau,175000,Ab MFK,5,Automat sequentiell,Black,15.6,l/100km
781,F360 Modena Berlinetta,Ferrari,F360,Coupé,3586,Zuzwil,440 g/km,Occasion,G,17.9 l/100km,2,Hinterradantrieb,10,1999,Benzin,400,blau,26200,Ab MFK,2,Automatik-Getriebe,Black,17.9,l/100km
782,S5 Coupé 4.2 FSI quattro,Audi,S5,Coupé,4163,Zuzwil,298 g/km,Occasion,G,12.4 l/100km,2,Allrad,5,2008,Benzin,353,schwarz,67700,Ab MFK,4,Schaltgetriebe manuell,Black,12.4,l/100km
783,Shooting Brake,Aston Martin,LAGONDA,Kombi,5340,Safenwil,null,Occasion,null,null,4,Hinterradantrieb,3,1987,Benzin,300,grau,39000,Ab MFK,4,Automatik-Getriebe,Black,null,
784,SL 500,Mercedes-Benz,SL 500,Cabriolet,4966,Zuzwil,304 g/km,Occasion,G,12.7 l/100km,2,Hinterradantrieb,11,2001,Benzin,306,anthrazit,20500,Ab MFK,2,Automat,Black,12.7,l/100km
785,RS6 Avant quattro,Audi,RS6,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,7,2002,Benzin,450,schwarz,91100,Ab MFK,5,Automat sequentiell,Black,14.6,l/100km
786,Aventador LP700-4 Rds,Lamborghini,AVENTADOR,Cabriolet,6498,Porrentruy,370 g/km,Occasion,G,16.0 l/100km,2,Allrad,3,2014,Benzin,700,rot,1999,Ab MFK,2,Automatisiertes Schaltgetriebe,Black,16.0,l/100km
787,Turbo,Porsche,924,Coupé,1984,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,9,1981,Benzin,170,mehrfarbig,114000,Ab MFK,4,Schaltgetriebe manuell,Blue,null,
788,Continental FlyingSpur6.0,Bentley,CONTINENTAL,Limousine,5998,Zuzwil,396 g/km,Occasion,G,17.0 l/100km,4,Allrad,2,2007,Benzin,560,schwarz,28000,Ab MFK,5,Automat sequentiell,Black,17.0,l/100km
789,Mk. I,Rolls-Royce,Silver Spirit,Limousine,6750,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,4,1983,Benzin,201,mehrfarbig,99300,Ab MFK,5,Automatik-Getriebe,Black,null,
790,MP4-12C 3.8 V8,Mclaren,12C,Coupé,3798,Zuzwil,279 g/km,Neu,G,11.7 l/100km,2,Hinterradantrieb,6,2012,Benzin,625,schwarz,55,Ab MFK,2,Automatisiertes Schaltgetriebe,Black,11.7,l/100km
791,Cayenne Turbo,Porsche,CAYENNE,SUV / Geländewagen,4806,Zuzwil,358 g/km,Occasion,G,14.9 l/100km,5,Allrad,4,2008,Benzin,500,schwarz,18200,Ab MFK,5,Automat,Black,14.9,l/100km
792,Range Rover Sport 5.0 V8 SC,Land Rover,RANGE ROVER SPORT,SUV / Geländewagen,4999,Zuzwil,348 g/km,Occasion,G,14.9 l/100km,5,Allrad,9,2010,Benzin,506,braun,15000,Ab MFK,5,Automat sequentiell,Black,14.9,l/100km
793,S 500,Mercedes-Benz,S 500,Limousine,4966,Zuzwil,299 g/km,Occasion,G,12.5 l/100km,4,Hinterradantrieb,10,1999,Benzin,299,schwarz,51000,Ab MFK,5,Automat,Black,12.5,l/100km
794,SL 55 AMG,Mercedes-Benz,SL 55 AMG,Cabriolet,5439,Zuzwil,340 g/km,Occasion,G,14.2 l/100km,2,Hinterradantrieb,8,2002,Benzin,476,beige,34500,Ab MFK,2,Automat,Black,14.2,l/100km
795,A8 3.7,Audi,A8,Limousine,3695,Zuzwil,314 g/km,Occasion,null,13.3 l/100km,4,Vorderradantrieb,6,1999,Benzin,230,blau,19900,Ab MFK,5,Automat,Black,13.3,l/100km
796,611 DS,Mercedes-Benz,600-SERIES,Sattelschlepper,3972,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,4,1996,Diesel,105,null,65400,null,2,Schaltgetriebe,Black,null,
797,RS4 Avant 4.2 FSI quattro,Audi,RS4,Kombi,4163,Zuzwil,249 g/km,Occasion,G,10.7 l/100km,5,Allrad,3,2013,Benzin,450,mehrfarbig,34200,"Ab MFK, Direkt-/Parallelimport",5,Automatisiertes Schaltgetriebe,Black,10.7,l/100km
798,1600 SX,Renault,Alpine A110,Coupé,1635,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,7,1976,Benzin,120,schwarz,60000,Ab MFK,2,Schaltgetriebe,Blue,null,
799,CL 63 AMG FAB DESIGN,Mercedes-Benz,CL 63 AMG,Coupé,6209,Zuzwil,355 g/km,Occasion,G,14.9 l/100km,2,Hinterradantrieb,8,2008,Benzin,525,schwarz,35800,Ab MFK,4,Automat sequentiell,Black,14.9,l/100km
800,RS4 Avant quattro,Audi,RS4,Kombi,2671,Zuzwil,288 g/km,Occasion,G,12.0 l/100km,5,Allrad,2,2001,Benzin,380,schwarz,72600,Ab MFK,5,Schaltgetriebe manuell,Black,12.0,l/100km
801,SL 55 AMG,Mercedes-Benz,SL 55 AMG,Cabriolet,5439,Zuzwil,340 g/km,Occasion,G,14.2 l/100km,2,Hinterradantrieb,4,2002,Benzin,476,beige,31200,Ab MFK,2,Automat,Black,14.2,l/100km
802,Esprit 3.5 V8 SE,Lotus,ESPRIT,Coupé,3506,Zuzwil,366 g/km,Neu,G,15.7 l/100km,2,Hinterradantrieb,6,2002,Benzin,354,null,150,Ab MFK,2,Schaltgetriebe manuell,Black,15.7,l/100km
803,Cayenne Turbo,Porsche,CAYENNE,SUV / Geländewagen,4806,Zuzwil,358 g/km,Occasion,G,14.9 l/100km,5,Allrad,5,2008,Benzin,500,schwarz,16500,Ab MFK,5,Automat sequentiell,Black,14.9,l/100km
804,Gordini,Renault,R12,Limousine,1565,Zuzwil,null,Occasion,null,null,4,null,4,1972,Benzin,0,schwarz,14873,Ab MFK,0,null,Black,null,
805,Bergungsfahrzeug,Toyota,DYNA,Pick-up,2976,Zuzwil,null,Occasion,null,null,2,null,1,1981,Diesel,0,beige,26900,null,3,Schaltgetriebe,Black,null,
806,GallardoLP570-4CpéTecnica,Lamborghini,GALLARDO,Coupé,5204,St. Gallen,319 g/km,Occasion,G,13.5 l/100km,2,Allrad,9,2014,Benzin,570,schwarz,1700,Ab MFK,2,Automat sequentiell,Black,13.5,l/100km
807,Touareg R50 V10,VW,TOUAREG,SUV / Geländewagen,4921,Zuzwil,333 g/km,Occasion,G,12.6 l/100km,5,Allrad,4,2008,Diesel,351,schwarz,108500,"Ab MFK, Tuning",5,Automat,Black,12.6,l/100km
808,SLK 200 Kompressor,Mercedes-Benz,SLK 200,Cabriolet,1796,Zuzwil,218 g/km,Vorführmodell,null,9.1 l/100km,2,Hinterradantrieb,10,2007,Benzin,163,schwarz,300,null,2,Automatik-Getriebe,Black,9.1,l/100km
809,Arnage Green Label,Bentley,ARNAGE,Limousine,4398,Zuzwil,390 g/km,Occasion,G,19.9 l/100km,4,Hinterradantrieb,2,1999,Benzin,354,grau,44600,Ab MFK,5,Automat,Blue,19.9,l/100km
810,S3 quattro,Audi,S3,Limousine,1781,Zuzwil,226 g/km,Occasion,G,9.4 l/100km,3,Allrad,3,2002,Benzin,225,anthrazit,316200,Ab MFK,5,Schaltgetriebe manuell,Black,9.4,l/100km
811,Viper RT/10,Chrysler,VIPER,Cabriolet,7986,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,4,1996,Benzin,364,grau,20000,Ab MFK,2,Schaltgetriebe manuell,Black,null,
812,SLK 55 AMG,Mercedes-Benz,SLK 55 AMG,Cabriolet,5461,Zuzwil,195 g/km,Occasion,G,8.4 l/100km,2,Hinterradantrieb,9,2012,Benzin,422,schwarz,19400,"Ab MFK, Direkt-/Parallelimport",2,Automat sequentiell,Black,8.4,l/100km
813,Continental GT 6.0,Bentley,CONTINENTAL,Coupé,5998,Zuzwil,410 g/km,Occasion,G,17.1 l/100km,2,Allrad,1,2005,Benzin,560,beige,84000,Ab MFK,4,Automat,Black,17.1,l/100km
814,SL 500,Mercedes-Benz,SL 500,Cabriolet,4971,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,7,1992,Benzin,320,grau,125600,Ab MFK,2,Automat,Black,null,
815,Elise,Lotus,ELISE,Cabriolet,1796,Zuzwil,183 g/km,Occasion,G,7.7 l/100km,2,Hinterradantrieb,6,2001,Benzin,120,schwarz,75100,Ab MFK,2,Schaltgetriebe manuell,Black,7.7,l/100km
816,Quattroporte 4.2,Maserati,QUATTROPORTE,Limousine,4244,Zuzwil,370 g/km,Occasion,G,15.8 l/100km,4,Hinterradantrieb,5,2006,Benzin,400,beige,10600,Ab MFK,5,Automatisiertes Schaltgetriebe,Black,15.8,l/100km
817,SL 600,Mercedes-Benz,SL 600,Cabriolet,5984,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,9,1992,Benzin,394,null,108100,Ab MFK,0,Automat,Black,null,
818,SL 500 Edition,Mercedes-Benz,SL 500,Cabriolet,4966,Zuzwil,300 g/km,Occasion,null,12.5 l/100km,2,Hinterradantrieb,4,2000,Benzin,306,schwarz,51000,Ab MFK,2,Automat,Black,12.5,l/100km
819,Coupé 2.7 24V FX,Hyundai,COUPÉ,Coupé,2656,Zuzwil,236 g/km,Occasion,G,9.9 l/100km,3,Vorderradantrieb,4,2007,Benzin,167,schwarz,26900,Ab MFK,4,Schaltgetriebe manuell,Black,9.9,l/100km
820,CLS 500,Mercedes-Benz,CLS 500,Limousine,4966,Zuzwil,290 g/km,Occasion,G,12.1 l/100km,4,Hinterradantrieb,11,2004,Benzin,306,schwarz,120900,Ab MFK,4,Automat sequentiell,Anthracite,12.1,l/100km
